p_url,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,label
https://zipnaddy.com/mazon/3b328/,1,33,2,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,-1,-1,-1,1,1,0,1,-1
http://uinventer.com/amazon/pages/Amazon/,1,41,3,1,1,1,1,1,1,-1,1,-1,1,0,-1,1,-1,-1,1,108,20,1,1,-1,1,1,0,1,-1
http://pmasc.co.uk/seo/up/amaz/ae004/,1,37,4,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,-1,-1,-1,1,1,0,1,-1
http://physics.uctm.edu/ss/sites/default/files/styles/medlum/index.htm,1,70,7,1,1,1,1,1,1,1,1,-1,0,-1,1,1,-1,-1,1,80,16,-1,1,0,1,1,0,1,-1
https://part.eyrehead.com/gl?bc=ZH9wlG9qbGKclbGlkm1laHZxYKKEjGppaKZgY34/caprescreen%40ahs.ca,1,92,1,1,1,1,1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,209,20,-1,-1,-1,1,1,-1,1,-1
https://usid-94821.mixh.jp/,1,27,0,1,1,1,-1,1,1,-1,1,1,0,1,-1,1,-1,1,1,13,3,-1,1,1,1,1,1,1,-1
http://pmasc.co.uk/seo/up/amaz/631b6,1,36,4,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,-1,-1,-1,1,1,0,1,-1
http://u703323omh.ha004.t.justns.ru/bezeinter/eamazon,1,53,2,1,1,1,1,0,1,-1,1,-1,1,-1,-1,1,-1,-1,1,84,19,1,1,0,1,1,0,1,-1
https://trcky.publishingdot.com/ga/click/2-105524637-5007-162717-298291-200028-bd8b152fd6-bd76f5dc5b,1,100,3,-1,1,1,1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,214,20,1,1,-1,1,1,-1,1,-1
http://u703323omh.ha004.t.justns.ru/bezeinter/eamazon/6d331b1b1c0a1ad61417,1,74,3,1,1,1,1,0,1,-1,1,-1,1,-1,-1,1,-1,-1,1,84,19,1,1,0,1,1,0,1,-1
http://pmasc.co.uk/seo/up/amaz/e2145,1,36,4,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,-1,-1,-1,1,1,0,1,-1
https://prth.talkincat.com/plm?pq=ZH9wlG9ma2Kcla92k2ppaHZxYKCDomZjcGKjY31y/Info%40elutions-it.de,1,96,1,-1,1,1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,307,19,1,1,-1,1,1,-1,1,-1
http://vendorcentral.amazon.acc-vendor.com/,1,43,0,1,1,1,-1,1,1,1,1,-1,1,0,-1,1,-1,-1,1,98,23,-1,-1,-1,1,1,1,1,-1
http://plataformaeducativa.se.jalisco.gob.mx/elpunto/includes/msci,1,66,3,1,1,1,1,0,1,1,1,-1,0,-1,1,1,-1,-1,1,80,16,1,1,1,1,1,0,1,-1
https://fndsdaytings.com/r/7729bd37-7d02-4b1b-a6cd-e47fd0665bbb/5ecd500db62d0465216/,1,84,3,1,1,1,1,1,1,1,1,1,0,1,-1,1,-1,-1,1,80,10,1,1,-1,1,1,1,1,-1
https://fndsdaytings.com/r/7729bd37-7d02-4b1b-a6cd-e47fd0665bbb/5ecc393c3f4d2465216/,1,84,3,1,1,1,1,1,1,1,1,1,0,1,-1,1,-1,-1,1,80,10,1,1,-1,1,1,1,1,-1
http://www.shop-amazon.cloud/a91af177d3016ca20e5fc949836a894a/signin.php,1,72,2,1,1,1,-1,1,1,-1,1,-1,0,0,-1,1,-1,-1,1,47,11,-1,1,-1,1,1,0,1,-1
http://suro5.sydneydailybuzz.com/oye?vx=Z4NwknJmb2Kcla55k59iaHd1YKCDomZjcGKjY31y/yrp@netmail.com.au,1,99,1,1,-1,1,1,0,1,-1,-1,-1,1,1,1,1,-1,-1,1,317,19,1,1,-1,1,1,-1,1,-1
https://www.shop-amazon.cloud/,1,30,0,1,1,1,-1,1,1,-1,1,-1,0,0,-1,1,-1,-1,1,47,11,-1,1,-1,1,1,0,1,-1
http://zzmailsoft56.cn/en,1,25,1,1,1,1,1,1,1,1,-1,-1,0,-1,1,1,-1,-1,1,39,8,1,1,-1,1,1,-1,1,-1
http://pmasc.co.uk/seo/up/amaz/656ad,1,36,4,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,-1,-1,-1,1,1,0,1,-1
https://fndsdaytings.com/r/7729bd37-7d02-4b1b-a6cd-e47fd0665bbb/5ecd0059ec109465216/,1,84,3,1,1,1,1,1,1,1,0,-1,0,1,-1,1,-1,-1,1,248,18,1,1,-1,1,1,1,1,-1
http://web.yomommaspace.com/en,1,30,1,1,1,1,1,1,1,1,-1,-1,0,-1,-1,1,-1,-1,1,39,8,-1,-1,-1,1,1,-1,1,-1
https://loartv.com/www.amazon.com/pages/Amazon/,1,47,3,1,1,1,1,1,1,-1,1,-1,1,0,-1,1,-1,-1,1,108,20,-1,1,-1,1,1,0,1,-1
http://pmasc.co.uk/seo/up/amaz/3f88f/,1,37,4,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,-1,-1,-1,1,1,0,1,-1
http://redhillaccountants.com.au/.tmb/100458/01459/Amazon/8e9f4ca52fb3ebe08911/,1,79,5,1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,84,19,-1,1,-1,1,1,0,1,-1
http://d.lamarcaprosecco.com/modules/color/lmages,1,49,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,-1,1,0,-1,1,0,1,-1
http://amazon.co.jp.account-update.access-openid.mixh.jp/,1,57,0,1,1,1,-1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,132,12,-1,1,1,1,1,-1,1,-1
https://prth.talkincat.com/tz?jk=ZH9wlG9ma2Kcla92k2ppaHZxYKCDomZkaWKjY31y/info%40speli.de,1,89,1,-1,1,1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,307,19,1,1,-1,1,1,-1,1,-1
http://wolomagosers.com/amazon,1,30,1,1,1,1,1,1,1,-1,1,1,1,0,-1,1,-1,-1,1,42,8,-1,-1,-1,1,1,1,1,-1
http://galeriamaikasanchez.com/14564151ed/amzes/login.php,1,57,3,1,1,1,1,1,1,-1,1,-1,1,0,1,1,-1,-1,1,127,21,1,1,-1,1,1,1,1,-1
https://mazoon57168.uc.r.appspot.com/,1,37,0,-1,1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,1,121,19,-1,-1,-1,1,1,0,1,-1
http://candleomar.men/,1,22,0,1,1,1,1,1,1,1,1,-1,-1,0,-1,1,-1,-1,1,99,20,-1,1,-1,1,1,1,1,-1
https://www.vendorcentral.amazon.acc-vendor.com/,1,48,0,1,1,1,-1,0,1,1,1,-1,1,0,-1,1,-1,-1,1,98,23,-1,-1,-1,1,1,1,1,-1
https://part.eyrehead.com/ktz?za=ZH9wlG9qbGKclbGlkm1laHZxYKCDomZjcGKjY31y/a8qr@werkzeug-kaplonski.de,1,100,1,1,-1,1,1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,214,20,-1,-1,-1,1,1,-1,1,-1
http://sezamplus.com/wp-content/zon/67a75/,1,42,3,1,1,1,1,1,1,1,1,-1,0,-1,0,1,-1,-1,1,80,16,-1,1,-1,1,1,0,1,-1
http://www.wareago.com/az-ks-gc1/,1,33,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,-1,-1,1,99,36,1,1,-1,1,1,-1,1,-1
https://part.eyrehead.com/gl?bc=ZH9wlG9qbGKclbGlkm1laHZxYKKEjGppaKZgY34/caprescreen@ahs.ca,1,90,1,1,-1,1,1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,208,20,-1,-1,-1,1,1,-1,1,-1
https://www.sweatforcake.com/en,1,31,1,1,1,1,1,1,1,1,-1,-1,0,-1,-1,1,-1,-1,1,39,8,-1,-1,-1,1,1,-1,1,-1
http://track-au.newmagz.com/ga/click/2-105738506-5019-162469-297725-199357-9373c41463-a17f4c1ae3,1,96,3,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,307,19,1,1,-1,1,1,-1,1,-1
https://prth.talkincat.com/o1d?lm=ZH9wlG9ma2Kcla92k2ppaHZxYKKEjGppaKZgY34/guidance%40ryerson.ca,1,95,1,-1,1,1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,307,19,1,1,-1,1,1,-1,1,-1
https://www.hydg18900533060.com/en,1,34,1,1,1,1,1,1,1,1,-1,-1,0,-1,-1,1,-1,-1,1,39,8,-1,-1,-1,1,1,-1,1,-1
https://prth.talkincat.com/tz?jk=ZH9wlG9ma2Kcla92k2ppaHZxYKCDomZkaWKjY31y/mieroos1%40telenet.be,1,95,1,-1,1,1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,307,19,1,1,-1,1,1,-1,1,-1
https://account-contorl-update.com/redirect-new.php,1,51,1,1,1,1,-1,1,1,-1,1,-1,1,0,-1,1,-1,-1,1,265,13,-1,-1,-1,1,1,-1,1,-1
http://amazon.co.jp.jiebanu.cn/,1,31,0,1,1,1,1,0,1,1,1,-1,0,-1,-1,1,-1,-1,1,103,17,-1,-1,-1,1,1,-1,1,-1
https://www.amazoen-account.com/code/login.html?p=0&token=7777772e616d617a6f656e2d6163636f756e742e636f6d,1,104,2,-1,1,1,-1,1,1,1,-1,-1,0,0,-1,1,-1,1,1,84,16,-1,-1,-1,1,1,-1,1,-1
https://www.amazon.co.jp.78ug45egfdy089l095d.top/,1,49,0,1,1,1,1,-1,1,-1,1,-1,1,0,-1,1,-1,-1,1,258,12,-1,1,-1,1,1,-1,1,-1
https://www.amazoen-account.com/code/signin.php?p=0&token=7777772e616d617a6f656e2d6163636f756e742e636f6d,1,104,2,-1,1,1,-1,1,1,1,-1,-1,0,0,-1,1,-1,-1,1,89,22,-1,-1,-1,1,1,0,1,-1
https://www.eu-amazon-creturns.com/ap/signin?clientContext=FCCustomerReturns.Authenticate&openid.return_to=https://www.eu-amazon-creturns.com/prepClassification/new&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=amzn_returns_eu&openid.mode=checkid_setup&marketPlaceId=A1P8O8ON3CCPHC&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&pageId=FCCustomerReturns&openid.ns=http://specs.openid.net/auth/2.0&suppressSignInRadioButtons=1,1,488,2,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,1,119,23,-1,1,0,1,1,1,1,-1
http://track-au.newmagz.com/ga/click/2-105759602-5019-163040-298864-200623-c09b684a40-657dc3258a,1,96,3,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,307,19,1,1,-1,1,1,-1,1,-1
http://track-au.newmagz.com/ga/click/2-105713964-5019-163045-299204-200969-4d2f86e2b0-60a28e73a5,1,96,3,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,307,19,1,1,-1,1,1,-1,1,-1
http://www.jameslfellison.com/Sabrina%20Marie%20DiChiara/mazon/amazon/,1,70,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,-1,-1,-1,1,1,0,1,-1
https://prth.talkincat.com/rk?ef=ZH9wlG9ma2Kcla92k2ppaJWkYsBxj2o/jean-marc.boudreau@andritz.com,1,95,1,-1,-1,1,1,0,1,-1,-1,-1,1,-1,-1,1,-1,1,1,307,19,1,1,-1,1,1,-1,1,-1
https://velartheman.com/support/,1,32,1,1,1,1,1,1,1,-1,1,-1,1,0,-1,1,-1,-1,1,108,20,-1,-1,-1,1,1,0,1,-1
http://jgfgyisdfw.srsyrj.cn/,1,28,0,1,1,1,1,1,1,-1,1,-1,0,0,-1,1,-1,-1,1,59,15,-1,-1,-1,1,1,0,1,-1
https://ioesewio.com/amazon/mazon/amazon/,1,41,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,-1,-1,-1,1,1,0,1,-1
https://www.free-amazon.monster/,1,32,0,1,1,1,-1,1,1,1,-1,-1,0,0,-1,1,-1,1,1,84,16,-1,1,-1,1,1,-1,1,-1
http://pmasc.co.uk/seo/up/amaz/f17d5,1,36,4,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,-1,-1,-1,1,1,0,1,-1
https://probenefit.net/produccion/assets/chosen/backup-65.07.2015_24-37-45_masterdesi/sIf0n_saresx37hd/83jd6lapaPlat3cvs.php,1,124,6,1,1,1,1,0,1,1,1,-1,-1,0,1,1,-1,-1,1,99,20,1,1,0,-1,1,1,1,-1
https://www.castilloscapes.com/,1,31,0,1,1,1,1,1,1,1,-1,-1,0,-1,-1,1,-1,-1,1,39,8,-1,1,-1,1,1,-1,1,-1
https://nataliemerowsky.com/reactivate/mazon/b030a/,1,51,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,1,1,-1,1,1,0,1,-1
http://amazon.co.jp.c8f85ac13b13573bb984c209a181c8bcfb568a73.ph/,1,64,0,1,1,1,1,0,1,-1,1,-1,1,0,1,1,-1,-1,1,214,10,-1,1,-1,1,1,-1,1,-1
https://nataliemerowsky.com/reactivate/mazon/d08a7/,1,51,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,1,1,-1,1,1,0,1,-1
http://www.amazon.com.coupon-asx.com/amazon/,1,44,1,-1,1,1,-1,0,1,1,1,1,0,1,-1,1,-1,1,1,155,18,-1,-1,-1,1,1,1,1,-1
http://www.kawasakicidef.cl/wp-admin/images/amzjp/source-amz/OrderSecure,1,72,5,1,1,1,1,1,1,1,-1,-1,-1,0,1,1,-1,-1,1,102,26,1,1,-1,1,1,1,1,-1
http://pmasc.co.uk/seo/up/amaz/acb89/,1,37,4,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,-1,-1,-1,1,1,0,1,-1
https://www.amazon.co.jp.aozmn-dui49583ccda64432e42940ec7ba0cccdfa65c05bec.shop/pc/,1,83,1,1,1,1,-1,-1,1,1,1,-1,0,-1,-1,1,-1,-1,1,103,17,1,1,-1,1,1,-1,1,-1
https://jpmovinghouston.com/hhjkg/mazon/amazon/,1,47,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,-1,-1,-1,1,1,0,1,-1
http://probenefit.net/produccion/assets/chosen/backup-65.07.2015_24-37-45_masterdesi/sIf0n_saresx37hd,1,101,5,1,1,1,1,1,1,1,1,-1,-1,0,1,1,-1,-1,1,98,20,1,1,0,-1,1,1,1,-1
https://computerserviceinfo.com/education/security/,1,51,2,1,1,1,1,1,1,-1,1,-1,1,0,1,1,-1,-1,1,52,9,1,1,-1,1,1,0,1,-1
http://amazon.co.jp.z8sky3kfy92kau3mvygt9cnieo38xj8h7sawn8.ml/en,1,64,1,1,1,1,1,0,1,1,-1,-1,0,-1,-1,1,-1,-1,1,39,8,-1,1,-1,1,1,-1,1,-1
https://nataliemerowsky.com/reactivate/mazon/a4a08/,1,51,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,1,1,-1,1,1,0,1,-1
http://verification.page.support.app.amazon.com.marketcoop.com.br/mazon/c0c5c/,1,78,2,1,1,1,1,-1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,-1,1,-1,1,1,0,1,-1
http://pmasc.co.uk/seo/up/amaz/a0409,1,36,4,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,-1,-1,-1,1,1,0,1,-1
https://nataliemerowsky.com/reactivate/mazon/784d0/,1,51,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,1,1,-1,1,1,0,1,-1
http://45.117.102.137/ap/signin?key=a@b.c&openid.assoc_handle=jpflex&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.mode=checkid_setup&openid.ns=http://specs.openid.net/auth/2.0&openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&ref_=nav_em_hd_clc_signin,1,394,2,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,104,17,1,1,-1,1,1,-1,1,-1
http://www.wolomagosers.com/amazon/,1,35,1,1,1,1,1,1,1,-1,1,1,1,0,-1,1,-1,-1,1,42,8,-1,-1,-1,1,1,1,1,-1
https://nataliemerowsky.com/reactivate/mazon/ad4c0/,1,51,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,1,1,-1,1,1,0,1,-1
https://nataliemerowsky.com/reactivate/mazon/8f594/,1,51,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,1,1,-1,1,1,0,1,-1
http://amazon.vendor.central.acc-info.com/,1,42,0,1,1,1,-1,0,1,-1,1,-1,1,0,1,1,-1,-1,1,119,23,1,1,-1,1,1,0,1,-1
http://shabx.focuspointdesign.com/tz?cd=ZIFwlGxna2KclYaiwp9oaJWkYsBxj2o/a8qr@werkzeug-kaplonski.de,1,98,1,1,-1,1,1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,229,20,-1,-1,-1,1,1,-1,1,-1
http://sellercentral.amazon.de-verify.atulsave.in/,1,50,0,1,1,1,-1,0,1,1,1,-1,0,0,-1,1,-1,-1,1,230,21,-1,1,-1,1,1,0,1,-1
http://nataliemerowsky.com/reactivate/mazon,1,43,2,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,1,1,-1,1,1,0,1,-1
http://nataliemerowsky.com/reactivate/mazon/aec12/,1,50,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,1,1,-1,1,1,0,1,-1
http://nataliemerowsky.com/reactivate/mazon/ede9b,1,49,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,1,1,-1,1,1,0,1,-1
https://slumkeytastefult.com/d73nH739-34.5.603_48-051-509_.papeopenid.6334/dne583_dg6382k73/v83_hd836h638l-d63.php,1,114,3,-1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,-1,1,99,20,-1,-1,-1,1,1,1,1,-1
http://www.denisgroy.com/amazon/mazon/amazon/,1,45,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,-1,-1,-1,1,1,0,1,-1
http://nataliemerowsky.com/reactivate/mazon/7fd73/,1,50,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,1,1,-1,1,1,0,1,-1
https://hatawayrd.com/amazon/mazon/amazon/,1,42,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,-1,-1,-1,1,1,0,1,-1
http://amazonlogistics.eu/ap/signin?openid.assoc_handle=amazonlogistics_eu&openid.claimed_id=http:/specs.openid.net/auth/2.0/identifier_select&openid.identity=http:/specs.openid.net/auth/2.0/identifier_select&openid.mode=checkid_setup&openid.ns=http:/specs.openid.net/auth/2.0&openid.pape.max_auth_age=28800&openid.return_to=https:/www.amazonlogistics.eu?openid.pape.max_auth_age=28800&suppresschangeemaillink=1&suppresssigninradiobuttons=1,1,440,2,1,1,1,1,-1,-1,-1,1,-1,1,1,0,1,-1,-1,1,119,23,-1,1,0,-1,1,1,1,-1
http://amazon.co.jp.ioiu3iiogw9knvwdh1res.tk/,1,45,0,1,1,1,1,0,1,1,-1,-1,0,-1,-1,1,-1,-1,1,39,8,-1,1,-1,1,1,-1,1,-1
http://nataliemerowsky.com/reactivate/mazon/2edfa/,1,50,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,1,1,-1,1,1,0,1,-1
http://118.27.78.52/ap/signin?key=a@b.c&openid.assoc_handle=jpflex&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.mode=checkid_setup&openid.ns=http://specs.openid.net/auth/2.0&openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_%3Dnav_em_hd_re_signin&ref_=nav_em_hd_clc_signin,1,394,2,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,105,17,-1,1,-1,1,1,-1,1,-1
http://pjuoeeaqdmfxktiszv.top/yusei/,1,36,1,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,128,17,-1,1,-1,1,1,-1,1,-1
https://enrywu.com/amazon/mazon/amazon,1,38,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,-1,-1,-1,1,1,0,1,-1
https://myamazon.club/p,1,23,1,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,103,17,1,1,-1,1,1,-1,1,-1
http://nataliemerowsky.com/reactivate/mazon/64032,1,49,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,1,1,-1,1,1,0,1,-1
https://awwamx.com/savelie,1,26,1,-1,1,1,1,1,1,-1,1,-1,1,0,-1,1,-1,-1,1,108,20,-1,-1,-1,1,1,0,1,-1
http://amazon.co.jp.yuake.cn/,1,29,0,1,1,1,1,0,1,1,1,-1,0,-1,-1,1,-1,-1,1,103,17,-1,-1,-1,1,1,-1,1,-1
https://getgohelp.com/at-amazon-tpl2/?s1=1CS&s2=e5488d4f-4034-404a-be3c-716a57ec797e&s3=5eeb9ff395b81124151&s4=&s5=&Fname=&Lname=&Email=,1,136,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,-1,-1,1,253,18,1,1,-1,1,1,1,1,-1
https://journalduglobetrotter.com/dollargang/Amazons-upd/Amazons-upd/Amazons/Billing.php,1,88,5,1,1,1,1,1,1,1,1,-1,0,0,1,1,-1,-1,1,942,15,-1,1,-1,1,1,-1,1,-1
http://198.211.15.61/pc,1,23,1,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,103,17,1,1,-1,1,1,-1,1,-1
http://www.amazon.vendor.central.acc-info.com/,1,46,0,1,1,1,-1,-1,1,-1,1,-1,1,0,1,1,-1,-1,1,119,23,1,1,-1,1,1,0,1,-1
http://prth.talkincat.com/htn?gh=ZH9wlG9ma2Kcla92k2ppaHZxYKCDomZkamKjY31y/sonja@six-twentyone.de,1,96,1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,0,1,-1,1,1,307,19,1,1,-1,1,1,-1,1,-1
http://amammazonm.temp.swtest.ru/ap/cgi/,1,40,2,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,1,1,0,1,1,0,1,-1
http://jpmovinghouston.com/asojd/ama/profiles/websec.php?dispatch=,1,66,4,1,1,1,1,1,1,1,1,1,-1,0,-1,1,-1,-1,1,273,8,-1,-1,-1,1,1,1,1,-1
http://www.amazonlogistics.eu/?openid.assoc_handle=amazonlogistics_eu&openid.claimed_id=http:/specs.openid.net/auth/2.0/identifier_select&openid.identity=http:/specs.openid.net/auth/2.0/identifier_select&openid.mode=checkid_setup&openid.ns=http:/specs.openid.net/auth/2.0&openid.pape.max_auth_age=28800&openid.return_to=https:/www.amazonlogistics.eu?openid.pape.max_auth_age=28800&suppresschangeemaillink=1&suppresssigninradiobuttons=1,1,435,0,1,1,1,1,-1,-1,-1,1,-1,1,1,0,1,-1,-1,1,119,23,-1,1,0,1,1,1,1,-1
http://bizbiz.tech/modules/overlay/swo/gps/file,1,47,5,1,1,1,1,1,1,1,1,-1,0,-1,1,1,-1,-1,1,80,16,-1,1,-1,1,1,0,1,-1
http://jpmovinghouston.com/asojd/ama/profiles/websec_card.php?dispatch=,1,71,4,1,1,1,1,1,1,1,1,1,-1,0,-1,1,-1,-1,1,56,8,-1,-1,-1,1,1,1,1,-1
https://amazon.co.jp.yuake.cn/,1,30,0,1,1,1,1,0,1,1,1,-1,0,-1,-1,1,-1,-1,1,103,17,-1,-1,-1,1,1,-1,1,-1
http://bizbiz.tech/modules/overlay/swo/gps/file/homepage,1,56,6,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,817,16,-1,1,-1,1,1,-1,1,-1
https://noticias.canal22.org.mx/wp-content/uploads/2019/3C4GL9HMM1ZT2tabhomevasSto/ZyqSbn79UjQlnCF9jgWlYmzkkKLKIutqLf0HoRw803VrgSrbgIssw6syEwzRA/85200a8f134802dd452522a59edc9676,1,177,6,1,1,1,1,1,1,-1,1,-1,1,0,1,1,-1,-1,1,128,23,1,1,0,-1,1,0,1,-1
https://nataliemerowsky.com/reactivate/mazon/6608d/,1,51,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,1,1,-1,1,1,0,1,-1
https://www.amazon.co.jp.s8u913f0fed42f3c6a45b3.net/pc,1,54,1,1,1,1,1,-1,1,1,1,-1,0,-1,-1,1,-1,-1,1,103,17,-1,-1,-1,1,1,-1,1,-1
http://support.uwru.uk.com/,1,27,0,1,1,1,1,1,1,-1,1,-1,0,0,-1,1,-1,-1,1,47,11,-1,-1,-1,1,1,0,1,-1
https://ppc.kopiherba.com/qwy?ef=ZH9wlG9ma2Kcla92k2ppaHZxYKCDomZkamKjY31y/abuse@ethz.ch,1,87,1,1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,307,19,-1,-1,-1,1,1,-1,1,-1
http://nataliemerowsky.com/reactivate/mazon/95840,1,49,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,1,1,-1,1,1,0,1,-1
https://nataliemerowsky.com/reactivate/mazon/b030a/signin.php?login,1,67,4,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,94,22,1,1,-1,1,1,0,1,-1
http://support.wu6wu6w.uk.com/,1,30,0,1,1,1,1,1,1,-1,1,-1,0,0,-1,1,-1,-1,1,47,11,-1,-1,-1,1,1,0,1,-1
https://ppc.kopiherba.com/htn?rs=ZH9wlG9ma2Kcla92k2ppaHZxYKCDomZjcGKjY31y/abuse@ethz.ch,1,87,1,1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,307,19,-1,-1,-1,1,1,-1,1,-1
http://nataliemerowsky.com/reactivate/mazon/a126a,1,49,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,1,1,-1,1,1,0,1,-1
https://oyatacr.com/AQWEDF345ETF34R/mazon/amazon/,1,49,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,-1,-1,-1,1,1,0,1,-1
https://amazon.vendor.central.acc-info.com/,1,43,0,1,1,1,-1,0,1,-1,1,-1,1,0,-1,1,-1,-1,1,119,23,1,1,-1,1,1,0,1,-1
http://www.nataliemerowsky.com/reactivate/mazon/a9ba0/,1,54,3,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,80,16,-1,1,-1,1,1,0,1,-1
https://mazoon57168.uc.r.appspot.com/login.html,1,47,1,-1,1,1,1,-1,1,-1,1,-1,1,0,-1,1,-1,-1,1,121,19,-1,-1,-1,1,1,0,1,-1
https://shrp.platloonia.com/lao?ab=Z4NwlWppcmJfd5Juso5fnJ-bpnqGy5yXm6Kcn65uk2iFiWRdpn1xkA/info@smurfitkappa.se,1,110,1,1,-1,1,1,1,1,1,-1,1,0,-1,-1,1,-1,-1,1,43,10,-1,-1,-1,1,1,1,1,-1
http://45.117.102.238/ap/signin?key=a@b.c,1,41,2,1,-1,1,1,0,1,-1,1,-1,1,-1,-1,1,-1,-1,1,104,17,-1,1,-1,1,1,-1,1,-1
